path,version,stage,nplayers,chars,last_frame,ucf
Gang-Steals\16\Game_20190309T113923.slp,1.7.1,3,2,15 19,3567,1
Gang-Steals\16\Game_20190309T114208.slp,1.7.1,3,2,15 19,16577,1
Gang-Steals\16\Game_20190309T114703.slp,1.7.1,28,2,15 19,13315,1
Gang-Steals\16\Game_20190309T115413.slp,1.7.1,31,2,2 7,15152,1
Gang-Steals\16\Game_20190309T115852.slp,1.7.1,31,2,2 15,10931,1
Gang-Steals\16\Game_20190309T120216.slp,1.7.1,3,2,2 15,9680,1
Gang-Steals\16\Game_20190309T122504.slp,1.7.1,3,4,2 20 13 8,9469,1
Gang-Steals\16\Game_20190309T122815.slp,1.7.1,32,4,2 20 2 8,11473,1
Gang-Steals\16\Game_20190309T123512.slp,1.7.1,2,2,9 2,6050,1
Gang-Steals\16\Game_20190309T123832.slp,1.7.1,28,4,9 14 9 2,8131,1
Gang-Steals\16\Game_20190309T124105.slp,1.7.1,32,4,9 14 9 2,6604,1
Gang-Steals\16\Game_20190309T124331.slp,1.7.1,3,2,9 2,28800,1
Gang-Steals\16\Game_20190309T130525.slp,1.7.1,31,2,9 2,1851,1
Gang-Steals\16\Game_20190309T130705.slp,1.7.1,31,4,12 13 22 19,11518,1
Gang-Steals\16\Game_20190309T131042.slp,1.7.1,32,4,12 13 22 19,10741,1
Gang-Steals\16\Game_20190309T131606.slp,1.7.1,31,4,12 19 20 19,12003,1
Gang-Steals\16\Game_20190309T131949.slp,1.7.1,31,4,12 19 20 19,9313,1
Gang-Steals\16\Game_20190309T132438.slp,1.7.1,32,2,20 2,8993,1
Gang-Steals\16\Game_20190309T132723.slp,1.7.1,8,2,20 2,5826,1
Gang-Steals\16\Game_20190309T132919.slp,1.7.1,28,2,20 2,9549,1
Gang-Steals\16\Game_20190309T133213.slp,1.7.1,31,2,20 2,8421,1
Gang-Steals\16\Game_20190309T133447.slp,1.7.1,8,2,20 2,5044,1
Gang-Steals\16\Game_20190309T133722.slp,1.7.1,3,2,0 20,8420,1
Gang-Steals\16\Game_20190309T134056.slp,1.7.1,28,2,0 20,9391,1
Gang-Steals\16\Game_20190309T134352.slp,1.7.1,2,2,0 20,8096,1
Gang-Steals\16\Game_20190309T134626.slp,1.7.1,32,2,0 20,15294,1
Gang-Steals\16\Game_20190309T135056.slp,1.7.1,3,2,0 20,9792,1
Gang-Steals\16\Game_20190309T135359.slp,1.7.1,32,2,0 20,10145,1
Gang-Steals\16\Game_20190309T135721.slp,1.7.1,8,2,0 20,7027,1
Gang-Steals\16\Game_20190309T135959.slp,1.7.1,28,2,0 20,8666,1
Gang-Steals\16\Game_20190309T140302.slp,1.7.1,2,2,0 20,2714,1
Gang-Steals\16\Game_20190309T140449.slp,1.7.1,31,2,20 20,5989,1
Gang-Steals\16\Game_20190309T140646.slp,1.7.1,2,2,20 20,6408,1
Gang-Steals\16\Game_20190309T140848.slp,1.7.1,8,2,20 20,8764,1
Gang-Steals\16\Game_20190309T141139.slp,1.7.1,28,2,20 20,6478,1
Gang-Steals\16\Game_20190309T141340.slp,1.7.1,32,2,20 20,2126,1
Gang-Steals\16\Game_20190309T141445.slp,1.7.1,3,2,20 20,9093,1
Gang-Steals\16\Game_20190309T141731.slp,1.7.1,31,2,20 20,8719,1
Gang-Steals\16\Game_20190309T142021.slp,1.7.1,28,2,20 20,8666,1
Gang-Steals\16\Game_20190309T142302.slp,1.7.1,3,2,20 20,12581,1
Gang-Steals\16\Game_20190309T142800.slp,1.7.1,31,2,19 20,5168,1
Gang-Steals\16\Game_20190309T142946.slp,1.7.1,2,2,19 9,12379,1
Gang-Steals\16\Game_20190309T143332.slp,1.7.1,32,2,19 9,8336,1
Gang-Steals\16\Game_20190309T143613.slp,1.7.1,8,2,20 9,6981,1
Gang-Steals\16\Game_20190309T143829.slp,1.7.1,31,2,19 20,7782,1
Gang-Steals\16\Game_20190309T144055.slp,1.7.1,31,2,19 9,7805,1
Gang-Steals\16\Game_20190309T144325.slp,1.7.1,3,2,20 9,10559,1
Gang-Steals\16\Game_20190309T144653.slp,1.7.1,32,2,20 9,8294,1
Gang-Steals\16\Game_20190309T145408.slp,1.7.1,31,2,20 2,11558,1
Gang-Steals\16\Game_20190309T145737.slp,1.7.1,3,2,20 2,10442,1
Gang-Steals\16\Game_20190309T150238.slp,1.7.1,8,2,9 15,2580,1
Gang-Steals\16\Game_20190309T150342.slp,1.7.1,31,2,9 15,13453,1
Gang-Steals\16\Game_20190309T150744.slp,1.7.1,8,2,9 15,14688,1
Gang-Steals\16\Game_20190309T151415.slp,1.7.1,31,2,20 15,1995,1
Gang-Steals\16\Game_20190309T151509.slp,1.7.1,31,2,20 15,11976,1
Gang-Steals\16\Game_20190309T151845.slp,1.7.1,3,2,20 15,14912,1
Gang-Steals\16\Game_20190309T152707.slp,1.7.1,2,2,9 19,13858,1
Gang-Steals\16\Game_20190309T153116.slp,1.7.1,2,2,9 19,18069,1
Gang-Steals\16\Game_20190309T153652.slp,1.7.1,31,2,9 19,10927,1
Gang-Steals\16\Game_20190309T154206.slp,1.7.1,31,2,15 19,3089,1
Gang-Steals\16\Game_20190309T154319.slp,1.7.1,31,2,15 19,19117,1
Gang-Steals\16\Game_20190309T154852.slp,1.7.1,8,2,15 19,10984,1
Gang-Steals\16\Game_20190309T155212.slp,1.7.1,28,2,15 19,20515,1
Gang-Steals\16\Game_20190309T155813.slp,1.7.1,3,2,15 19,18982,1
Gang-Steals\16\Game_20190309T160347.slp,1.7.1,32,2,15 19,17854,1
Gang-Steals\16\Game_20190309T161601.slp,1.7.1,31,2,12 18,66,1
Gang-Steals\16\Game_20190309T161640.slp,1.7.1,31,2,12 3,12422,1
Gang-Steals\16\Game_20190309T162024.slp,1.7.1,28,2,12 3,24087,1
Gang-Steals\16\Game_20190309T162724.slp,1.7.1,28,2,12 3,17305,1
Gang-Steals\16\Game_20190309T163521.slp,1.7.1,28,2,19 2,2234,1
Gang-Steals\16\Game_20190309T163718.slp,1.7.1,32,2,3 0,273,1
Gang-Steals\16\Game_20190309T163746.slp,1.7.1,28,2,3 0,2399,1
Gang-Steals\16\Game_20190309T163845.slp,1.7.1,28,2,3 0,7595,1
Gang-Steals\16\Game_20190309T164113.slp,1.7.1,3,2,3 0,9848,1
Gang-Steals\16\Game_20190309T164421.slp,1.7.1,31,2,3 0,9429,1
Gang-Steals\16\Game_20190309T164715.slp,1.7.1,2,2,3 0,11164,1
Gang-Steals\16\Game_20190309T165147.slp,1.7.1,3,2,2 15,10621,1
Gang-Steals\16\Game_20190309T165515.slp,1.7.1,28,2,9 15,5756,1
Gang-Steals\16\Game_20190309T165709.slp,1.7.1,2,2,19 15,11558,1
Gang-Steals\16\Game_20190309T170059.slp,1.7.1,8,2,19 15,7824,1
Gang-Steals\16\Game_20190309T170411.slp,1.7.1,31,2,2 15,6249,1
Gang-Steals\16\Game_20190309T170617.slp,1.7.1,8,2,2 15,5838,1
Gang-Steals\16\Game_20190309T170812.slp,1.7.1,28,2,2 2,6299,1
Gang-Steals\16\Game_20190309T171023.slp,1.7.1,31,2,2 2,10370,1
Gang-Steals\16\Game_20190309T171343.slp,1.7.1,2,2,2 2,10403,1
Gang-Steals\16\Game_20190309T171713.slp,1.7.1,32,2,12 0,10760,1
Gang-Steals\16\Game_20190309T172034.slp,1.7.1,3,2,12 0,5181,1
Gang-Steals\17\Game_20190309T093213.slp,1.7.1,31,2,20 0,5033,1
Gang-Steals\17\Game_20190309T093351.slp,1.7.1,28,2,20 0,7523,1
Gang-Steals\17\Game_20190309T093614.slp,1.7.1,31,2,20 2,8665,1
Gang-Steals\17\Game_20190309T093902.slp,1.7.1,8,2,8 13,11706,1
Gang-Steals\17\Game_20190309T094232.slp,1.7.1,2,2,8 13,10737,1
Gang-Steals\17\Game_20190309T094546.slp,1.7.1,3,2,8 13,7348,1
Gang-Steals\17\Game_20190309T095704.slp,1.7.1,31,2,2 2,11596,1
Gang-Steals\17\Game_20190309T100037.slp,1.7.1,31,2,2 25,8968,1
Gang-Steals\17\Game_20190309T100331.slp,1.7.1,3,2,2 25,13606,1
Gang-Steals\17\Game_20190309T101020.slp,1.7.1,2,2,19 2,6531,1
Gang-Steals\17\Game_20190309T101225.slp,1.7.1,8,2,19 25,5499,1
Gang-Steals\17\Game_20190309T101608.slp,1.7.1,31,2,2 25,7451,1
Gang-Steals\17\Game_20190309T102242.slp,1.7.1,31,2,20 20,5883,1
Gang-Steals\17\Game_20190309T102436.slp,1.7.1,28,2,20 20,8815,1
Gang-Steals\17\Game_20190309T102951.slp,1.7.1,28,2,12 2,912,1
Gang-Steals\17\Game_20190309T103021.slp,1.7.1,28,2,12 2,12371,1
Gang-Steals\17\Game_20190309T103415.slp,1.7.1,8,2,12 2,5974,1
Gang-Steals\17\Game_20190309T103813.slp,1.7.1,3,2,2 0,11716,1
Gang-Steals\17\Game_20190309T104255.slp,1.7.1,31,2,0 22,7812,1
Gang-Steals\17\Game_20190309T104519.slp,1.7.1,3,2,0 22,9201,1
Gang-Steals\17\Game_20190309T105005.slp,1.7.1,31,2,20 22,11833,1
Gang-Steals\17\Game_20190309T105345.slp,1.7.1,2,2,20 22,13662,1
Gang-Steals\17\Game_20190309T105954.slp,1.7.1,31,2,0 0,7682,1
Gang-Steals\17\Game_20190309T110219.slp,1.7.1,2,2,0 0,4116,1
Gang-Steals\17\Game_20190309T110343.slp,1.7.1,28,2,0 0,9086,1
Gang-Steals\17\Game_20190309T110932.slp,1.7.1,8,2,9 15,12442,1
Gang-Steals\17\Game_20190309T111323.slp,1.7.1,31,2,9 15,9889,1
Gang-Steals\17\Game_20190309T111623.slp,1.7.1,32,2,9 15,7016,1
Gang-Steals\17\Game_20190309T111839.slp,1.7.1,31,2,20 15,1294,1
Gang-Steals\17\Game_20190309T111919.slp,1.7.1,2,2,20 21,8319,1
Gang-Steals\17\Game_20190309T112152.slp,1.7.1,8,2,20 21,11718,1
Gang-Steals\17\Game_20190309T112550.slp,1.7.1,31,2,20 20,9766,1
Gang-Steals\17\Game_20190309T112851.slp,1.7.1,3,2,20 20,9609,1
Gang-Steals\17\Game_20190309T113449.slp,1.7.1,31,2,7 9,10100,1
Gang-Steals\17\Game_20190309T113752.slp,1.7.1,8,2,7 9,9966,1
Gang-Steals\17\Game_20190309T114058.slp,1.7.1,8,2,7 9,10850,1
Gang-Steals\17\Game_20190309T114608.slp,1.7.1,31,2,19 2,12722,1
Gang-Steals\17\Game_20190309T114958.slp,1.7.1,8,2,19 2,9842,1
Gang-Steals\17\Game_20190309T115448.slp,1.7.1,31,2,20 16,17597,1
Gang-Steals\17\Game_20190309T115958.slp,1.7.1,3,2,20 16,16509,1
Gang-Steals\17\Game_20190309T120450.slp,1.7.1,28,2,20 16,2515,1
Gang-Steals\17\Game_20190309T120547.slp,1.7.1,28,2,20 16,17423,1
Gang-Steals\17\Game_20190309T121145.slp,1.7.1,2,2,15 16,13717,1
Gang-Steals\17\Game_20190309T121601.slp,1.7.1,32,2,15 16,15389,1
Gang-Steals\17\Game_20190309T122221.slp,1.7.1,31,2,19 9,1,1
Gang-Steals\17\Game_20190309T122235.slp,1.7.1,31,2,19 9,12597,1
Gang-Steals\17\Game_20190309T122625.slp,1.7.1,3,2,19 9,11900,1
Gang-Steals\17\Game_20190309T123135.slp,1.7.1,31,2,2 20,10003,1
Gang-Steals\17\Game_20190309T123441.slp,1.7.1,32,2,2 20,7336,1
Gang-Steals\17\Game_20190309T123658.slp,1.7.1,28,2,2 20,8147,1
Gang-Steals\17\Game_20190309T123930.slp,1.7.1,3,2,2 20,7479,1
Gang-Steals\17\Game_20190309T125146.slp,1.7.1,31,2,20 20,7719,1
Gang-Steals\17\Game_20190309T125417.slp,1.7.1,2,2,20 20,8735,1
Gang-Steals\17\Game_20190309T125657.slp,1.7.1,3,2,20 20,9549,1
Gang-Steals\17\Game_20190309T125952.slp,1.7.1,8,2,20 20,6905,1
Gang-Steals\17\Game_20190309T130207.slp,1.7.1,28,2,20 20,11460,1
Gang-Steals\17\Game_20190309T130540.slp,1.7.1,32,2,20 20,8902,1
Gang-Steals\17\Game_20190309T130823.slp,1.7.1,28,2,20 20,3115,1
Gang-Steals\17\Game_20190309T131035.slp,1.7.1,31,4,25 19 19 9,13029,1
Gang-Steals\17\Game_20190309T131458.slp,1.7.1,3,4,25 19 2 9,12619,1
Gang-Steals\17\Game_20190309T132600.slp,1.7.1,32,2,9 14,9571,1
Gang-Steals\17\Game_20190309T132901.slp,1.7.1,3,2,9 14,9711,1
Gang-Steals\17\Game_20190309T133159.slp,1.7.1,2,2,9 14,8387,1
Gang-Steals\17\Game_20190309T133526.slp,1.7.1,31,2,9 14,8008,1
Gang-Steals\17\Game_20190309T133847.slp,1.7.1,8,2,9 14,16304,1
Gang-Steals\17\Game_20190309T134356.slp,1.7.1,28,2,9 14,28800,1
Gang-Steals\17\Game_20190309T140536.slp,1.7.1,31,2,2 7,4624,1
Gang-Steals\17\Game_20190309T140710.slp,1.7.1,8,2,20 7,7597,1
Gang-Steals\17\Game_20190309T145302.slp,1.7.1,2,2,20 2,7681,1
Gang-Steals\17\Game_20190309T145532.slp,1.7.1,32,2,20 2,5324,1
Gang-Steals\17\Game_20190309T145735.slp,1.7.1,31,2,20 2,6589,1
Gang-Steals\17\Game_20190309T145940.slp,1.7.1,2,2,20 2,7397,1
Gang-Steals\17\Game_20190309T150200.slp,1.7.1,28,2,20 2,4645,1
Gang-Steals\17\Game_20190309T150717.slp,1.7.1,31,2,9 9,8118,1
Gang-Steals\17\Game_20190309T150947.slp,1.7.1,32,2,9 9,9793,1
Gang-Steals\17\Game_20190309T151245.slp,1.7.1,8,2,9 9,10948,1
Gang-Steals\17\Game_20190309T151603.slp,1.7.1,3,2,9 9,9439,1
Gang-Steals\17\Game_20190309T151855.slp,1.7.1,32,2,9 9,10913,1
Gang-Steals\17\Game_20190309T152210.slp,1.7.1,8,2,9 9,5354,1
Gang-Steals\17\Game_20190309T152354.slp,1.7.1,31,2,9 9,6598,1
Gang-Steals\17\Game_20190309T152601.slp,1.7.1,28,2,9 9,11981,1
Gang-Steals\17\Game_20190309T152935.slp,1.7.1,2,2,9 9,6710,1
Gang-Steals\17\Game_20190309T153143.slp,1.7.1,3,2,9 9,10968,1
Gang-Steals\17\Game_20190309T153515.slp,1.7.1,28,2,9 9,12429,1
Gang-Steals\17\Game_20190309T154008.slp,1.7.1,2,2,9 9,10625,1
Gang-Steals\17\Game_20190309T154730.slp,1.7.1,31,2,2 0,2028,1
Gang-Steals\17\Game_20190309T154839.slp,1.7.1,31,2,2 19,4425,1
Gang-Steals\17\Game_20190309T155345.slp,1.7.1,31,2,15 12,12054,1
Gang-Steals\17\Game_20190309T155722.slp,1.7.1,8,2,15 12,10325,1
Gang-Steals\17\Game_20190309T160234.slp,1.7.1,31,2,20 15,16388,1
Gang-Steals\17\Game_20190309T160724.slp,1.7.1,28,2,20 15,9891,1
Gang-Steals\17\Game_20190309T161029.slp,1.7.1,3,2,20 15,20049,1
Gang-Steals\17\Game_20190309T162104.slp,1.7.1,31,2,19 9,3380,1
Gang-Steals\17\Game_20190309T162232.slp,1.7.1,31,2,19 9,13051,1
Gang-Steals\17\Game_20190309T162709.slp,1.7.1,31,2,19 9,14887,1
Gang-Steals\17\Game_20190309T163200.slp,1.7.1,28,2,19 9,12566,1
Gang-Steals\17\Game_20190309T163556.slp,1.7.1,28,2,19 9,10247,1
Gang-Steals\17\Game_20190309T165502.slp,1.7.1,31,2,20 2,1368,1
Gang-Steals\17\Game_20190309T165545.slp,1.7.1,31,2,20 2,10113,1
Gang-Steals\17\Game_20190309T165849.slp,1.7.1,32,2,20 2,11030,1
Gang-Steals\17\Game_20190309T170220.slp,1.7.1,32,2,20 2,5912,1
Gang-Steals\17\Game_20190309T171602.slp,1.7.1,8,2,2 20,7311,1
Gang-Steals\17\Game_20190309T171822.slp,1.7.1,32,2,2 20,8267,1
Gang-Steals\17\Game_20190309T172059.slp,1.7.1,3,2,2 20,6909,1
Gang-Steals\17\Game_20190309T172309.slp,1.7.1,31,2,2 20,4545,1
Gang-Steals\17\Game_20190309T172440.slp,1.7.1,8,2,2 20,9731,1
Gang-Steals\17\Game_20190309T172740.slp,1.7.1,2,2,2 20,7214,1
Gang-Steals\17\Game_20190309T173002.slp,1.7.1,3,2,2 20,9879,1
Gang-Steals\17\Game_20190309T173311.slp,1.7.1,32,2,2 20,10540,1
Gang-Steals\17\Game_20190309T173626.slp,1.7.1,28,2,2 20,7877,1
Gang-Steals\17\Game_20190309T173855.slp,1.7.1,31,2,2 20,10927,1
Gang-Steals\17\Game_20190309T174213.slp,1.7.1,32,2,2 20,8774,1
Gang-Steals\17\Game_20190309T174502.slp,1.7.1,31,2,2 20,6405,1
Gang-Steals\17\Game_20190309T174703.slp,1.7.1,28,2,2 20,2528,1
Gang-Steals\17\Game_20190309T174843.slp,1.7.1,31,2,20 9,6410,1
Gang-Steals\17\Game_20190309T175257.slp,1.7.1,2,2,14 9,6411,1
Gang-Steals\17\Game_20190309T175845.slp,1.7.1,3,2,20 3,2497,1
Gang-Steals\17\Game_20190309T180105.slp,1.7.1,8,2,19 2,9801,1
Gang-Steals\17\Game_20190309T180408.slp,1.7.1,8,2,19 2,9255,1
Gang-Steals\17\Game_20190309T180848.slp,1.7.1,28,2,19 2,8755,1
Gang-Steals\17\Game_20190309T181212.slp,1.7.1,3,2,19 2,10421,1
Gang-Steals\17\Game_20190309T181553.slp,1.7.1,31,2,19 2,8695,1
Gang-Steals\17\Game_20190309T182247.slp,1.7.1,31,2,2 20,23683,1
Gang-Steals\18\Game_20190309T085504.slp,1.7.1,32,2,12 19,11553,1
Gang-Steals\18\Game_20190309T085829.slp,1.7.1,28,2,12 19,14597,1
Gang-Steals\18\Game_20190309T090250.slp,1.7.1,2,2,12 2,12018,1
Gang-Steals\18\Game_20190309T090707.slp,1.7.1,31,2,12 2,11233,1
Gang-Steals\18\Game_20190309T091031.slp,1.7.1,8,2,12 14,10250,1
Gang-Steals\18\Game_20190309T091336.slp,1.7.1,3,2,12 14,15126,1
Gang-Steals\18\Game_20190309T092203.slp,1.7.1,28,2,2 15,8338,1
Gang-Steals\18\Game_20190309T092529.slp,1.7.1,32,2,2 20,9483,1
Gang-Steals\18\Game_20190309T092829.slp,1.7.1,31,2,12 2,6339,1
Gang-Steals\18\Game_20190309T093033.slp,1.7.1,3,2,12 9,15553,1
Gang-Steals\18\Game_20190309T093508.slp,1.7.1,8,2,12 9,11982,1
Gang-Steals\18\Game_20190309T093905.slp,1.7.1,2,2,12 19,19758,1
Gang-Steals\18\Game_20190309T094500.slp,1.7.1,32,2,18 9,9658,1
Gang-Steals\18\Game_20190309T094800.slp,1.7.1,31,2,2 9,10095,1
Gang-Steals\18\Game_20190309T095104.slp,1.7.1,8,2,2 9,8772,1
Gang-Steals\18\Game_20190309T095348.slp,1.7.1,3,2,2 9,7066,1
Gang-Steals\18\Game_20190309T095604.slp,1.7.1,28,2,2 9,8430,1
Gang-Steals\18\Game_20190309T101126.slp,1.7.1,2,2,2 20,20227,1
Gang-Steals\18\Game_20190309T101741.slp,1.7.1,31,2,2 20,8770,1
Gang-Steals\18\Game_20190309T102022.slp,1.7.1,28,2,20 20,10416,1
Gang-Steals\18\Game_20190309T102614.slp,1.7.1,8,2,20 2,7,1
Gang-Steals\18\Game_20190309T102639.slp,1.7.1,32,2,20 2,2415,1
Gang-Steals\18\Game_20190309T102806.slp,1.7.1,8,2,20 2,12773,1
Gang-Steals\18\Game_20190309T103202.slp,1.7.1,28,2,9 2,12788,1
Gang-Steals\18\Game_20190309T103650.slp,1.7.1,31,2,2 2,3345,1
Gang-Steals\18\Game_20190309T103759.slp,1.7.1,3,2,2 2,3547,1
Gang-Steals\18\Game_20190309T103945.slp,1.7.1,31,2,2 15,11363,1
Gang-Steals\18\Game_20190309T104319.slp,1.7.1,31,2,2 15,6983,1
Gang-Steals\18\Game_20190309T104542.slp,1.7.1,3,2,2 2,3649,1
Gang-Steals\18\Game_20190309T104659.slp,1.7.1,8,2,2 2,553,1
Gang-Steals\18\Game_20190309T104847.slp,1.7.1,8,2,2 20,10007,1
Gang-Steals\18\Game_20190309T105153.slp,1.7.1,31,2,2 20,10094,1
Gang-Steals\18\Game_20190309T105457.slp,1.7.1,32,2,2 20,3135,1
Gang-Steals\18\Game_20190309T105603.slp,1.7.1,28,2,2 20,1283,1
Gang-Steals\18\Game_20190309T105815.slp,1.7.1,32,2,2 14,7844,1
Gang-Steals\18\Game_20190309T110047.slp,1.7.1,28,2,2 14,5125,1
Gang-Steals\18\Game_20190309T110234.slp,1.7.1,8,2,2 14,16330,1
Gang-Steals\18\Game_20190309T110722.slp,1.7.1,32,2,2 2,3689,1
Gang-Steals\18\Game_20190309T110837.slp,1.7.1,32,2,2 2,2808,1
Gang-Steals\18\Game_20190309T110941.slp,1.7.1,32,2,2 2,7262,1
Gang-Steals\18\Game_20190309T111157.slp,1.7.1,32,2,2 2,6561,1
Gang-Steals\18\Game_20190309T111400.slp,1.7.1,32,2,2 2,6058,1
Gang-Steals\18\Game_20190309T111555.slp,1.7.1,32,2,2 2,3470,1
Gang-Steals\18\Game_20190309T111707.slp,1.7.1,32,2,2 2,6841,1
Gang-Steals\18\Game_20190309T111916.slp,1.7.1,32,2,2 2,6884,1
Gang-Steals\18\Game_20190309T112125.slp,1.7.1,32,2,2 2,5923,1
Gang-Steals\18\Game_20190309T112322.slp,1.7.1,32,2,2 2,6220,1
Gang-Steals\18\Game_20190309T112520.slp,1.7.1,32,2,2 2,5920,1
Gang-Steals\18\Game_20190309T112712.slp,1.7.1,32,2,2 2,6893,1
Gang-Steals\18\Game_20190309T112923.slp,1.7.1,32,2,2 2,7255,1
Gang-Steals\18\Game_20190309T113139.slp,1.7.1,32,2,2 2,4004,1
Gang-Steals\18\Game_20190309T113259.slp,1.7.1,32,2,2 2,3620,1
Gang-Steals\18\Game_20190309T113414.slp,1.7.1,32,2,2 2,4099,1
Gang-Steals\18\Game_20190309T113536.slp,1.7.1,32,2,2 2,4823,1
Gang-Steals\18\Game_20190309T113830.slp,1.7.1,31,2,12 7,4715,1
Gang-Steals\18\Game_20190309T114042.slp,1.7.1,31,2,12 7,11714,1
Gang-Steals\18\Game_20190309T114427.slp,1.7.1,31,2,12 7,9575,1
Gang-Steals\18\Game_20190309T115013.slp,1.7.1,8,2,14 9,9156,1
Gang-Steals\18\Game_20190309T115329.slp,1.7.1,28,2,14 9,11711,1
Gang-Steals\18\Game_20190309T115819.slp,1.7.1,2,2,7 0,9021,1
Gang-Steals\18\Game_20190309T120113.slp,1.7.1,31,2,7 0,11956,1
Gang-Steals\18\Game_20190309T120650.slp,1.7.1,31,2,9 19,3518,1
Gang-Steals\18\Game_20190309T120805.slp,1.7.1,2,2,9 19,15032,1
Gang-Steals\18\Game_20190309T121244.slp,1.7.1,2,2,9 19,10589,1
Gang-Steals\18\Game_20190309T121610.slp,1.7.1,31,2,9 19,11765,1
Gang-Steals\18\Game_20190309T122310.slp,1.7.1,31,2,20 9,1022,1
Gang-Steals\18\Game_20190309T122400.slp,1.7.1,31,2,20 9,3594,1
Gang-Steals\18\Game_20190309T122512.slp,1.7.1,31,2,20 9,7971,1
Gang-Steals\18\Game_20190309T122741.slp,1.7.1,8,2,20 9,5966,1
Gang-Steals\18\Game_20190309T123137.slp,1.7.1,31,2,13 9,16752,1
Gang-Steals\18\Game_20190309T123647.slp,1.7.1,31,2,13 9,12360,1
Gang-Steals\18\Game_20190309T124115.slp,1.7.1,31,2,0 13,14286,1
Gang-Steals\18\Game_20190309T124531.slp,1.7.1,31,2,0 13,14866,1
Gang-Steals\18\Game_20190309T125218.slp,1.7.1,8,2,16 19,13130,1
Gang-Steals\18\Game_20190309T125614.slp,1.7.1,28,2,16 19,11907,1
Gang-Steals\18\Game_20190309T130135.slp,1.7.1,32,2,19 9,8983,1
Gang-Steals\18\Game_20190309T130438.slp,1.7.1,2,2,9 9,6921,1
Gang-Steals\18\Game_20190309T130649.slp,1.7.1,31,2,19 9,13915,1
Gang-Steals\18\Game_20190309T131105.slp,1.7.1,3,2,19 9,8629,1
Gang-Steals\18\Game_20190309T131403.slp,1.7.1,28,2,9 9,6193,1
Gang-Steals\18\Game_20190309T131639.slp,1.7.1,8,2,19 9,8064,1
Gang-Steals\18\Game_20190309T131910.slp,1.7.1,32,2,9 9,1917,1
Gang-Steals\18\Game_20190309T132234.slp,1.7.1,31,4,20 12 19 19,14135,1
Gang-Steals\18\Game_20190309T132701.slp,1.7.1,31,4,20 12 19 19,13225,1
Gang-Steals\18\Game_20190309T133641.slp,1.7.1,32,4,20 9 12 2,11167,1
Gang-Steals\18\Game_20190309T134003.slp,1.7.1,31,4,20 9 12 2,11765,1
Gang-Steals\18\Game_20190309T134343.slp,1.7.1,28,4,20 9 12 2,11163,1
Gang-Steals\18\Game_20190309T134818.slp,1.7.1,8,2,20 2,483,1
Gang-Steals\18\Game_20190309T135135.slp,1.7.1,32,4,20 20 0 19,9290,1
Gang-Steals\18\Game_20190309T135458.slp,1.7.1,28,4,20 20 0 19,12448,1
Gang-Steals\18\Game_20190309T140022.slp,1.7.1,28,2,14 2,2046,1
Gang-Steals\18\Game_20190309T140425.slp,1.7.1,3,4,2 9 16 19,16388,1
Gang-Steals\18\Game_20190309T140943.slp,1.7.1,32,4,2 9 16 19,13489,1
Gang-Steals\18\Game_20190309T141359.slp,1.7.1,31,4,2 9 16 19,14993,1
Gang-Steals\18\Game_20190309T142057.slp,1.7.1,31,4,14 19 16 2,4307,1
Gang-Steals\18\Game_20190309T142257.slp,1.7.1,3,4,14 19 16 2,9205,1
Gang-Steals\18\Game_20190309T142558.slp,1.7.1,31,4,14 19 16 2,10930,1
Gang-Steals\18\Game_20190309T143251.slp,1.7.1,3,4,14 9 19 9,8183,1
Gang-Steals\18\Game_20190309T143614.slp,1.7.1,32,4,14 20 2 9,11120,1
Gang-Steals\18\Game_20190309T143942.slp,1.7.1,28,4,14 20 2 9,15028,1
Gang-Steals\18\Game_20190309T144704.slp,1.7.1,32,4,14 15 0 9,1902,1
Gang-Steals\18\Game_20190309T144822.slp,1.7.1,32,4,14 15 0 9,7321,1
Gang-Steals\18\Game_20190309T145107.slp,1.7.1,31,4,14 15 0 9,10907,1
Gang-Steals\18\Game_20190309T145617.slp,1.7.1,3,4,14 12 19 2,14154,1
Gang-Steals\18\Game_20190309T150032.slp,1.7.1,28,4,14 12 19 2,15858,1
Gang-Steals\18\Game_20190309T150539.slp,1.7.1,32,4,14 12 19 2,11280,1
Gang-Steals\18\Game_20190309T150917.slp,1.7.1,8,4,14 12 19 9,9622,1
Gang-Steals\18\Game_20190309T152137.slp,1.7.1,32,4,2 2 21 0,10620,1
Gang-Steals\18\Game_20190309T152507.slp,1.7.1,32,4,2 2 21 0,9866,1
Gang-Steals\18\Game_20190309T152816.slp,1.7.1,3,4,2 2 21 0,8851,1
Gang-Steals\18\Game_20190309T153111.slp,1.7.1,28,4,2 2 21 0,12091,1
Gang-Steals\18\Game_20190309T153829.slp,1.7.1,28,2,2 20,24098,1
Gang-Steals\18\Game_20190309T154541.slp,1.7.1,8,2,2 15,6163,1
Gang-Steals\18\Game_20190309T154739.slp,1.7.1,31,2,2 15,5636,1
Gang-Steals\18\Game_20190309T154927.slp,1.7.1,3,2,2 15,6490,1
Gang-Steals\18\Game_20190309T155131.slp,1.7.1,32,2,2 15,13126,1
Gang-Steals\18\Game_20190309T155524.slp,1.7.1,8,2,2 15,6352,1
Gang-Steals\18\Game_20190309T155725.slp,1.7.1,3,2,2 15,21419,1
Gang-Steals\18\Game_20190309T160608.slp,1.7.1,31,2,15 2,9276,1
