path,version,stage,nplayers,chars,last_frame,ucf
Gang-Steals\37\Game_20190309T102624.slp,1.7.1,2,2,0 12,7198,1
Gang-Steals\37\Game_20190309T102852.slp,1.7.1,3,2,0 9,10354,1
Gang-Steals\37\Game_20190309T103215.slp,1.7.1,32,2,0 12,8725,1
Gang-Steals\37\Game_20190309T103456.slp,1.7.1,8,2,0 9,5460,1
Gang-Steals\37\Game_20190309T103647.slp,1.7.1,28,2,0 12,5919,1
Gang-Steals\37\Game_20190309T103901.slp,1.7.1,31,2,9 12,12223,1
Gang-Steals\37\Game_20190309T104247.slp,1.7.1,8,2,0 9,7304,1
Gang-Steals\37\Game_20190309T104508.slp,1.7.1,28,2,0 12,13112,1
Gang-Steals\37\Game_20190309T104907.slp,1.7.1,2,2,0 9,6668,1
Gang-Steals\37\Game_20190309T105133.slp,1.7.1,32,2,0 12,8893,1
Gang-Steals\37\Game_20190309T105419.slp,1.7.1,3,2,9 12,17165,1
Gang-Steals\37\Game_20190309T105921.slp,1.7.1,31,2,0 12,11167,1
Gang-Steals\37\Game_20190309T110240.slp,1.7.1,8,2,0 9,6894,1
Gang-Steals\37\Game_20190309T110556.slp,1.7.1,31,2,2 9,18200,1
Gang-Steals\37\Game_20190309T111117.slp,1.7.1,32,2,2 9,7544,1
Gang-Steals\37\Game_20190309T111442.slp,1.7.1,31,2,20 19,15489,1
Gang-Steals\37\Game_20190309T111927.slp,1.7.1,2,2,20 19,8675,1
Gang-Steals\37\Game_20190309T112449.slp,1.7.1,31,2,14 20,8491,1
Gang-Steals\37\Game_20190309T112729.slp,1.7.1,8,2,20 9,5329,1
Gang-Steals\37\Game_20190309T113031.slp,1.7.1,31,2,9 19,6609,1
Gang-Steals\37\Game_20190309T113237.slp,1.7.1,28,2,15 19,10793,1
Gang-Steals\37\Game_20190309T113638.slp,1.7.1,31,2,9 15,1172,1
Gang-Steals\37\Game_20190309T113711.slp,1.7.1,31,2,9 15,10273,1
Gang-Steals\37\Game_20190309T114017.slp,1.7.1,8,2,9 15,3709,1
Gang-Steals\37\Game_20190309T114142.slp,1.7.1,31,2,20 15,10194,1
Gang-Steals\37\Game_20190309T114720.slp,1.7.1,31,2,19 2,10790,1
Gang-Steals\37\Game_20190309T115036.slp,1.7.1,8,2,19 2,9671,1
Gang-Steals\37\Game_20190309T115416.slp,1.7.1,31,2,19 2,9046,1
Gang-Steals\37\Game_20190309T115708.slp,1.7.1,8,2,9 2,5815,1
Gang-Steals\37\Game_20190309T115951.slp,1.7.1,31,2,7 12,14101,1
Gang-Steals\37\Game_20190309T120405.slp,1.7.1,31,2,7 12,9716,1
Gang-Steals\37\Game_20190309T120847.slp,1.7.1,2,2,15 9,5121,1
Gang-Steals\37\Game_20190309T121039.slp,1.7.1,28,2,0 0,8526,1
Gang-Steals\37\Game_20190309T121418.slp,1.7.1,31,2,19 2,9455,1
Gang-Steals\37\Game_20190309T121717.slp,1.7.1,8,2,2 9,12186,1
Gang-Steals\37\Game_20190309T122105.slp,1.7.1,2,2,19 9,11891,1
Gang-Steals\37\Game_20190309T122639.slp,1.7.1,28,2,12 20,10542,1
Gang-Steals\37\Game_20190309T122957.slp,1.7.1,3,2,12 19,13010,1
Gang-Steals\37\Game_20190309T123430.slp,1.7.1,31,2,19 2,11185,1
Gang-Steals\37\Game_20190309T123757.slp,1.7.1,31,2,19 2,7380,1
Gang-Steals\37\Game_20190309T124117.slp,1.7.1,28,2,2 19,14738,1
Gang-Steals\37\Game_20190309T124542.slp,1.7.1,2,2,2 19,16938,1
Gang-Steals\37\Game_20190309T125215.slp,1.7.1,31,2,0 14,9706,1
Gang-Steals\37\Game_20190309T125516.slp,1.7.1,28,2,0 14,9082,1
Gang-Steals\37\Game_20190309T125915.slp,1.7.1,31,2,9 2,13515,1
Gang-Steals\37\Game_20190309T130316.slp,1.7.1,31,2,9 2,12366,1
Gang-Steals\37\Game_20190309T130802.slp,1.7.1,31,2,9 0,8342,1
Gang-Steals\37\Game_20190309T131046.slp,1.7.1,32,2,14 0,8900,1
Gang-Steals\37\Game_20190309T131331.slp,1.7.1,8,2,9 0,2859,1
Gang-Steals\37\Game_20190309T131534.slp,1.7.1,8,2,22 12,8672,1
Gang-Steals\37\Game_20190309T131812.slp,1.7.1,31,2,22 12,1585,1
Gang-Steals\37\Game_20190309T131930.slp,1.7.1,31,2,0 0,7039,1
Gang-Steals\37\Game_20190309T132142.slp,1.7.1,32,2,0 0,8988,1
Gang-Steals\37\Game_20190309T132440.slp,1.7.1,3,2,0 0,8201,1
Gang-Steals\37\Game_20190309T132753.slp,1.7.1,31,2,9 12,12975,1
Gang-Steals\37\Game_20190309T133145.slp,1.7.1,32,2,9 12,11454,1
Gang-Steals\37\Game_20190309T133658.slp,1.7.1,28,2,19 19,14336,1
Gang-Steals\37\Game_20190309T134113.slp,1.7.1,8,2,19 19,7083,1
Gang-Steals\37\Game_20190309T134443.slp,1.7.1,32,2,2 0,996,1
Gang-Steals\37\Game_20190309T134527.slp,1.7.1,32,2,2 0,12600,1
Gang-Steals\37\Game_20190309T134915.slp,1.7.1,3,2,2 0,15646,1
Gang-Steals\37\Game_20190309T135404.slp,1.7.1,28,2,2 0,13423,1
Gang-Steals\37\Game_20190309T135944.slp,1.7.1,31,2,9 12,14107,1
Gang-Steals\37\Game_20190309T140354.slp,1.7.1,3,2,9 12,12910,1
Gang-Steals\37\Game_20190309T140849.slp,1.7.1,31,2,7 9,8799,1
Gang-Steals\37\Game_20190309T141130.slp,1.7.1,32,2,7 9,11837,1
Gang-Steals\37\Game_20190309T141501.slp,1.7.1,2,2,7 9,11033,1
Gang-Steals\37\Game_20190309T141858.slp,1.7.1,31,2,2 20,7895,1
Gang-Steals\37\Game_20190309T142136.slp,1.7.1,3,2,2 20,7110,1
Gang-Steals\37\Game_20190309T142550.slp,1.7.1,31,2,9 2,10034,1
Gang-Steals\37\Game_20190309T142853.slp,1.7.1,8,2,9 2,9967,1
Gang-Steals\37\Game_20190309T143358.slp,1.7.1,32,2,14 9,13116,1
Gang-Steals\37\Game_20190309T143823.slp,1.7.1,2,2,14 9,11024,1
Gang-Steals\37\Game_20190309T144248.slp,1.7.1,31,2,15 9,8995,1
Gang-Steals\37\Game_20190309T144531.slp,1.7.1,31,2,15 9,9122,1
Gang-Steals\37\Game_20190309T144905.slp,1.7.1,31,2,0 25,6915,1
Gang-Steals\37\Game_20190309T145115.slp,1.7.1,2,2,0 25,8822,1
Gang-Steals\37\Game_20190309T145449.slp,1.7.1,28,2,2 19,11385,1
Gang-Steals\37\Game_20190309T145814.slp,1.7.1,2,2,2 19,8562,1
Gang-Steals\37\Game_20190309T150417.slp,1.7.1,19,3,2 20 18,878,1
Gang-Steals\37\Game_20190309T150450.slp,1.7.1,31,2,2 20,2973,1
Gang-Steals\37\Game_20190309T150602.slp,1.7.1,28,2,2 20,7826,1
Gang-Steals\37\Game_20190309T150833.slp,1.7.1,3,2,2 20,11142,1
Gang-Steals\37\Game_20190309T151159.slp,1.7.1,8,2,2 20,14892,1
Gang-Steals\37\Game_20190309T151853.slp,1.7.1,31,2,2 2,9647,1
Gang-Steals\37\Game_20190309T152150.slp,1.7.1,8,2,2 25,9401,1
Gang-Steals\37\Game_20190309T152521.slp,1.7.1,31,2,7 9,6949,1
Gang-Steals\37\Game_20190309T152734.slp,1.7.1,32,2,7 9,7959,1
Gang-Steals\37\Game_20190309T153502.slp,1.7.1,31,2,7 7,10063,1
Gang-Steals\37\Game_20190309T153818.slp,1.7.1,8,2,7 7,9844,1
Gang-Steals\37\Game_20190309T154411.slp,1.7.1,31,2,7 7,13054,1
Gang-Steals\37\Game_20190309T155309.slp,1.7.1,8,2,2 2,6006,1
Gang-Steals\37\Game_20190309T155507.slp,1.7.1,31,2,2 2,2119,1
Gang-Steals\37\Game_20190309T155557.slp,1.7.1,31,2,14 2,7116,1
Gang-Steals\37\Game_20190309T155829.slp,1.7.1,8,2,14 2,9285,1
Gang-Steals\37\Game_20190309T160123.slp,1.7.1,31,2,14 2,3935,1
Gang-Steals\37\Game_20190309T161504.slp,1.7.1,31,2,19 9,3926,1
Gang-Steals\4\Game_20190309T084143.slp,1.7.1,31,2,9 20,7642,1
Gang-Steals\4\Game_20190309T084409.slp,1.7.1,3,2,9 20,14488,1
Gang-Steals\4\Game_20190309T084831.slp,1.7.1,8,2,9 20,9154,1
Gang-Steals\4\Game_20190309T085123.slp,1.7.1,32,2,9 20,15231,1
Gang-Steals\4\Game_20190309T085610.slp,1.7.1,31,2,9 20,10910,1
Gang-Steals\4\Game_20190309T085926.slp,1.7.1,2,2,9 20,9231,1
Gang-Steals\4\Game_20190309T090216.slp,1.7.1,28,2,9 20,14097,1
Gang-Steals\4\Game_20190309T090626.slp,1.7.1,31,2,9 20,10514,1
Gang-Steals\4\Game_20190309T090953.slp,1.7.1,2,2,9 20,14592,1
Gang-Steals\4\Game_20190309T091504.slp,1.7.1,3,4,9 9 20 2,13420,1
Gang-Steals\4\Game_20190309T091908.slp,1.7.1,32,4,9 9 20 2,13225,1
Gang-Steals\4\Game_20190309T092340.slp,1.7.1,28,2,9 20,8064,1
Gang-Steals\4\Game_20190309T092610.slp,1.7.1,8,2,9 20,10724,1
Gang-Steals\4\Game_20190309T094229.slp,1.7.1,2,2,9 14,6950,1
Gang-Steals\4\Game_20190309T094448.slp,1.7.1,31,2,9 5,967,1
Gang-Steals\4\Game_20190309T094516.slp,1.7.1,31,2,9 5,12383,1
Gang-Steals\4\Game_20190309T095238.slp,1.7.1,3,2,20 9,10,1
Gang-Steals\4\Game_20190309T095252.slp,1.7.1,28,2,20 9,10895,1
Gang-Steals\4\Game_20190309T095609.slp,1.7.1,31,2,20 19,10731,1
Gang-Steals\4\Game_20190309T100715.slp,1.7.1,31,2,9 12,12306,1
Gang-Steals\4\Game_20190309T101109.slp,1.7.1,3,2,9 12,9118,1
Gang-Steals\4\Game_20190309T101525.slp,1.7.1,31,2,20 2,975,1
Gang-Steals\4\Game_20190309T101602.slp,1.7.1,32,2,20 9,8461,1
Gang-Steals\4\Game_20190309T101842.slp,1.7.1,8,2,20 9,9622,1
Gang-Steals\4\Game_20190309T102229.slp,1.7.1,31,2,9 12,12933,1
Gang-Steals\4\Game_20190309T102620.slp,1.7.1,8,2,9 12,10515,1
Gang-Steals\4\Game_20190309T103157.slp,1.7.1,32,2,0 9,13306,1
Gang-Steals\4\Game_20190309T103604.slp,1.7.1,28,2,0 9,12927,1
Gang-Steals\4\Game_20190309T104141.slp,1.7.1,28,2,20 2,14149,1
Gang-Steals\4\Game_20190309T104554.slp,1.7.1,28,2,20 2,10251,1
Gang-Steals\4\Game_20190309T104905.slp,1.7.1,32,2,20 2,7145,1
Gang-Steals\4\Game_20190309T105219.slp,1.7.1,31,2,2 9,11271,1
Gang-Steals\4\Game_20190309T105547.slp,1.7.1,8,2,2 9,11896,1
Gang-Steals\4\Game_20190309T110033.slp,1.7.1,31,2,9 2,8572,1
Gang-Steals\4\Game_20190309T110318.slp,1.7.1,31,2,2 2,12841,1
Gang-Steals\4\Game_20190309T110707.slp,1.7.1,8,2,2 2,11929,1
Gang-Steals\4\Game_20190309T111204.slp,1.7.1,31,2,2 20,15451,1
Gang-Steals\4\Game_20190309T111642.slp,1.7.1,31,2,2 20,11571,1
Gang-Steals\4\Game_20190309T112309.slp,1.7.1,3,2,4 9,5677,1
Gang-Steals\4\Game_20190309T112505.slp,1.7.1,8,2,15 19,8951,1
Gang-Steals\4\Game_20190309T112751.slp,1.7.1,28,2,15 9,5379,1
Gang-Steals\4\Game_20190309T113040.slp,1.7.1,2,2,20 2,4516,1
Gang-Steals\4\Game_20190309T113250.slp,1.7.1,31,2,20 9,7001,1
Gang-Steals\4\Game_20190309T113519.slp,1.7.1,31,2,20 9,13379,1
Gang-Steals\4\Game_20190309T113938.slp,1.7.1,2,2,20 9,9207,1
Gang-Steals\4\Game_20190309T114228.slp,1.7.1,3,2,20 9,12613,1
Gang-Steals\4\Game_20190309T114754.slp,1.7.1,31,2,12 9,13902,1
Gang-Steals\4\Game_20190309T115201.slp,1.7.1,3,2,12 9,12893,1
Gang-Steals\4\Game_20190309T115551.slp,1.7.1,2,2,12 9,7495,1
Gang-Steals\4\Game_20190309T115947.slp,1.7.1,31,2,20 9,1029,1
Gang-Steals\4\Game_20190309T120014.slp,1.7.1,31,2,20 9,1763,1
Gang-Steals\4\Game_20190309T120057.slp,1.7.1,31,2,20 9,8004,1
Gang-Steals\4\Game_20190309T120325.slp,1.7.1,2,2,20 9,6444,1
Gang-Steals\4\Game_20190309T120643.slp,1.7.1,28,2,9 9,18035,1
Gang-Steals\4\Game_20190309T121201.slp,1.7.1,3,2,9 9,10560,1
Gang-Steals\4\Game_20190309T121622.slp,1.7.1,31,2,9 19,12754,1
Gang-Steals\4\Game_20190309T122015.slp,1.7.1,3,2,2 19,9591,1
Gang-Steals\4\Game_20190309T122435.slp,1.7.1,31,2,20 19,3737,1
Gang-Steals\4\Game_20190309T122607.slp,1.7.1,31,2,20 19,11214,1
Gang-Steals\4\Game_20190309T122938.slp,1.7.1,3,2,20 19,15544,1
Gang-Steals\4\Game_20190309T123748.slp,1.7.1,31,2,2 25,12909,1
Gang-Steals\4\Game_20190309T124154.slp,1.7.1,31,2,2 25,10165,1
Gang-Steals\4\Game_20190309T124831.slp,1.7.1,31,2,9 2,4823,1
Gang-Steals\4\Game_20190309T125007.slp,1.7.1,32,2,9 2,8887,1
Gang-Steals\4\Game_20190309T125249.slp,1.7.1,32,2,9 2,9083,1
Gang-Steals\4\Game_20190309T125847.slp,1.7.1,32,4,9 2 0 19,9955,1
Gang-Steals\4\Game_20190309T130201.slp,1.7.1,31,4,9 2 0 19,8768,1
Gang-Steals\4\Game_20190309T130446.slp,1.7.1,3,4,9 2 0 12,8213,1
Gang-Steals\4\Game_20190309T130721.slp,1.7.1,28,4,20 2 0 12,6585,1
Gang-Steals\4\Game_20190309T130933.slp,1.7.1,31,4,9 2 0 2,5943,1
Gang-Steals\4\Game_20190309T131642.slp,1.7.1,31,4,19 14 9 12,10105,1
Gang-Steals\4\Game_20190309T132017.slp,1.7.1,3,4,2 14 9 12,9743,1
Gang-Steals\4\Game_20190309T132610.slp,1.7.1,2,2,20 12,11071,1
Gang-Steals\4\Game_20190309T132936.slp,1.7.1,3,2,20 12,9850,1
Gang-Steals\4\Game_20190309T133303.slp,1.7.1,28,2,20 12,8205,1
Gang-Steals\4\Game_20190309T133811.slp,1.7.1,8,2,0 25,3822,1
Gang-Steals\4\Game_20190309T133959.slp,1.7.1,3,4,0 25 20 2,7604,1
Gang-Steals\4\Game_20190309T134233.slp,1.7.1,8,4,2 25 20 2,7540,1
Gang-Steals\4\Game_20190309T134749.slp,1.7.1,3,4,9 20 25 2,8682,1
Gang-Steals\4\Game_20190309T135032.slp,1.7.1,32,4,9 20 25 2,10459,1
Gang-Steals\4\Game_20190309T135620.slp,1.7.1,31,4,9 20 2 8,9998,1
Gang-Steals\4\Game_20190309T140002.slp,1.7.1,8,4,9 2 25 8,8084,1
Gang-Steals\4\Game_20190309T141259.slp,1.7.1,2,4,2 9 19 20,1988,1
Gang-Steals\4\Game_20190309T141458.slp,1.7.1,32,4,2 9 19 20,6705,1
Gang-Steals\4\Game_20190309T141709.slp,1.7.1,31,4,2 9 19 20,10117,1
Gang-Steals\4\Game_20190309T142723.slp,1.7.1,32,2,2 5,11126,1
Gang-Steals\4\Game_20190309T143350.slp,1.7.1,31,4,19 2 9 15,12711,1
Gang-Steals\4\Game_20190309T143811.slp,1.7.1,8,4,19 2 9 15,10530,1
Gang-Steals\4\Game_20190309T144146.slp,1.7.1,32,4,19 2 9 15,11115,1
Gang-Steals\4\Game_20190309T144905.slp,1.7.1,32,4,2 19 15 21,10767,1
Gang-Steals\4\Game_20190309T145329.slp,1.7.1,31,4,2 20 15 21,8390,1
Gang-Steals\4\Game_20190309T145724.slp,1.7.1,8,4,2 9 19 21,2803,1
Gang-Steals\4\Game_20190309T145850.slp,1.7.1,32,4,2 9 19 21,9986,1
Gang-Steals\4\Game_20190309T150156.slp,1.7.1,31,4,2 9 19 21,10956,1
Gang-Steals\4\Game_20190309T150535.slp,1.7.1,31,4,2 9 19 21,7451,1
Gang-Steals\4\Game_20190309T151300.slp,1.7.1,31,2,19 2,11596,1
Gang-Steals\4\Game_20190309T151628.slp,1.7.1,28,2,19 2,10623,1
Gang-Steals\4\Game_20190309T151955.slp,1.7.1,32,2,19 2,9667,1
Gang-Steals\4\Game_20190309T152251.slp,1.7.1,2,2,19 2,5967,1
Gang-Steals\4\Game_20190309T152448.slp,1.7.1,2,2,19 2,8309,1
Gang-Steals\4\Game_20190309T152721.slp,1.7.1,28,2,19 2,5556,1
Gang-Steals\4\Game_20190309T152909.slp,1.7.1,8,2,19 14,11195,1
Gang-Steals\4\Game_20190309T153303.slp,1.7.1,32,2,19 14,10972,1
Gang-Steals\4\Game_20190309T153629.slp,1.7.1,3,2,9 14,14776,1
Gang-Steals\4\Game_20190309T154053.slp,1.7.1,31,2,2 2,11669,1
Gang-Steals\4\Game_20190309T154425.slp,1.7.1,2,2,2 20,10548,1
Gang-Steals\4\Game_20190309T154738.slp,1.7.1,8,2,14 20,9812,1
Gang-Steals\4\Game_20190309T155041.slp,1.7.1,32,2,2 14,9584,1
Gang-Steals\4\Game_20190309T155339.slp,1.7.1,3,2,2 14,8870,1
Gang-Steals\4\Game_20190309T155623.slp,1.7.1,31,2,20 14,5676,1
Gang-Steals\4\Game_20190309T155813.slp,1.7.1,28,2,19 14,11009,1
Gang-Steals\4\Game_20190309T160129.slp,1.7.1,2,2,19 14,10827,1
Gang-Steals\4\Game_20190309T160720.slp,1.7.1,3,2,20 2,11110,1
Gang-Steals\4\Game_20190309T161058.slp,1.7.1,28,2,2 2,8822,1
Gang-Steals\4\Game_20190309T161339.slp,1.7.1,8,2,2 2,12326,1
Gang-Steals\4\Game_20190309T161719.slp,1.7.1,31,2,2 2,13792,1
Gang-Steals\4\Game_20190309T162125.slp,1.7.1,32,2,2 2,5911,1
Gang-Steals\4\Game_20190309T162318.slp,1.7.1,32,2,2 2,5617,1
Gang-Steals\4\Game_20190309T162510.slp,1.7.1,31,2,2 9,8008,1
Gang-Steals\4\Game_20190309T162740.slp,1.7.1,2,2,2 9,2756,1
Gang-Steals\40\Game_20190309T094727.slp,1.7.1,31,2,20 0,11177,1
Gang-Steals\40\Game_20190309T095058.slp,1.7.1,32,2,20 9,7538,1
Gang-Steals\40\Game_20190309T095318.slp,1.7.1,28,2,20 9,7452,1
Gang-Steals\40\Game_20190309T095551.slp,1.7.1,2,2,20 0,8125,1
Gang-Steals\40\Game_20190309T095824.slp,1.7.1,3,2,20 0,28800,1
Gang-Steals\40\Game_20190309T100902.slp,1.7.1,31,2,20 9,2065,1
Gang-Steals\40\Game_20190309T100947.slp,1.7.1,31,2,20 9,10492,1
Gang-Steals\40\Game_20190309T101258.slp,1.7.1,28,2,20 9,14267,1
Gang-Steals\40\Game_20190309T101930.slp,1.7.1,31,2,9 20,10705,1
Gang-Steals\40\Game_20190309T102245.slp,1.7.1,8,2,9 20,11689,1
Gang-Steals\40\Game_20190309T102729.slp,1.7.1,31,2,9 2,6901,1
Gang-Steals\40\Game_20190309T102947.slp,1.7.1,3,2,9 2,6129,1
Gang-Steals\40\Game_20190309T103311.slp,1.7.1,2,2,9 9,12326,1
Gang-Steals\40\Game_20190309T103701.slp,1.7.1,8,2,9 9,8706,1
Gang-Steals\40\Game_20190309T103942.slp,1.7.1,31,2,9 9,10670,1
Gang-Steals\40\Game_20190309T104415.slp,1.7.1,8,2,19 9,9907,1
Gang-Steals\40\Game_20190309T104736.slp,1.7.1,28,2,19 9,11420,1
Gang-Steals\40\Game_20190309T105056.slp,1.7.1,8,2,19 9,6916,1
Gang-Steals\40\Game_20190309T105305.slp,1.7.1,2,2,19 9,8879,1
Gang-Steals\40\Game_20190309T105620.slp,1.7.1,31,2,19 20,11967,1
Gang-Steals\40\Game_20190309T110000.slp,1.7.1,32,2,20 2,10568,1
Gang-Steals\40\Game_20190309T110332.slp,1.7.1,28,2,2 15,5839,1
Gang-Steals\40\Game_20190309T110649.slp,1.7.1,3,2,14 2,3190,1
Gang-Steals\40\Game_20190309T110859.slp,1.7.1,32,2,19 12,10791,1
Gang-Steals\40\Game_20190309T111213.slp,1.7.1,31,2,19 12,11631,1
Gang-Steals\40\Game_20190309T111701.slp,1.7.1,32,2,15 9,18,1
Gang-Steals\40\Game_20190309T111724.slp,1.7.1,31,2,15 9,1635,1
Gang-Steals\40\Game_20190309T111839.slp,1.7.1,31,2,9 12,11821,1
Gang-Steals\40\Game_20190309T112213.slp,1.7.1,32,2,9 12,8049,1
Gang-Steals\40\Game_20190309T112743.slp,1.7.1,31,2,9 2,5932,1
Gang-Steals\40\Game_20190309T112948.slp,1.7.1,3,2,9 2,14130,1
Gang-Steals\40\Game_20190309T113901.slp,1.7.1,31,2,0 25,9998,1
Gang-Steals\40\Game_20190309T114205.slp,1.7.1,3,2,0 25,8613,1
Gang-Steals\40\Game_20190309T114729.slp,1.7.1,31,2,9 0,7660,1
Gang-Steals\40\Game_20190309T114956.slp,1.7.1,31,2,9 0,7432,1
Gang-Steals\40\Game_20190309T115237.slp,1.7.1,32,2,0 0,9230,1
Gang-Steals\40\Game_20190309T115648.slp,1.7.1,31,2,20 20,12598,1
Gang-Steals\40\Game_20190309T120031.slp,1.7.1,31,2,19 20,12144,1
Gang-Steals\40\Game_20190309T120415.slp,1.7.1,3,2,19 20,8905,1
Gang-Steals\40\Game_20190309T120936.slp,1.7.1,31,2,20 19,270,1
Gang-Steals\40\Game_20190309T120956.slp,1.7.1,31,2,20 19,11992,1
Gang-Steals\40\Game_20190309T121329.slp,1.7.1,2,2,20 19,8886,1
Gang-Steals\40\Game_20190309T121756.slp,1.7.1,32,2,15 9,4973,1
Gang-Steals\40\Game_20190309T122213.slp,1.7.1,8,2,19 9,9680,1
Gang-Steals\40\Game_20190309T122613.slp,1.7.1,28,2,19 0,12233,1
Gang-Steals\40\Game_20190309T123052.slp,1.7.1,31,2,20 15,10303,1
Gang-Steals\40\Game_20190309T123358.slp,1.7.1,31,2,20 15,11205,1
Gang-Steals\40\Game_20190309T123722.slp,1.7.1,3,2,20 15,10611,1
Gang-Steals\40\Game_20190309T124107.slp,1.7.1,31,2,2 14,7990,1
Gang-Steals\40\Game_20190309T124342.slp,1.7.1,2,2,20 14,6706,1
Gang-Steals\40\Game_20190309T124829.slp,1.7.1,28,2,0 12,9426,1
Gang-Steals\40\Game_20190309T125124.slp,1.7.1,3,2,0 12,11335,1
Gang-Steals\40\Game_20190309T125531.slp,1.7.1,8,2,9 20,14,1
Gang-Steals\40\Game_20190309T125545.slp,1.7.1,2,2,9 20,8853,1
Gang-Steals\40\Game_20190309T125833.slp,1.7.1,32,2,9 20,9567,1
Gang-Steals\40\Game_20190309T130208.slp,1.7.1,31,2,9 2,12821,1
Gang-Steals\40\Game_20190309T130556.slp,1.7.1,31,2,9 2,9137,1
Gang-Steals\40\Game_20190309T130848.slp,1.7.1,31,2,9 2,3111,1
Gang-Steals\40\Game_20190309T131016.slp,1.7.1,31,2,2 21,4616,1
Gang-Steals\40\Game_20190309T131152.slp,1.7.1,2,2,2 21,4263,1
Gang-Steals\40\Game_20190309T131442.slp,1.7.1,28,2,20 2,9382,1
Gang-Steals\40\Game_20190309T131736.slp,1.7.1,8,2,20 2,2,1
Gang-Steals\40\Game_20190309T131745.slp,1.7.1,8,2,20 2,7591,1
Gang-Steals\40\Game_20190309T132107.slp,1.7.1,8,2,0 20,10907,1
Gang-Steals\40\Game_20190309T132429.slp,1.7.1,31,2,0 20,12331,1
Gang-Steals\40\Game_20190309T132822.slp,1.7.1,32,2,9 20,14394,1
Gang-Steals\40\Game_20190309T133404.slp,1.7.1,2,2,15 9,8677,1
Gang-Steals\40\Game_20190309T133646.slp,1.7.1,32,2,15 9,8653,1
Gang-Steals\40\Game_20190309T134059.slp,1.7.1,31,2,20 2,10919,1
Gang-Steals\40\Game_20190309T134415.slp,1.7.1,31,2,20 2,8264,1
Gang-Steals\40\Game_20190309T134743.slp,1.7.1,31,2,0 15,12793,1
Gang-Steals\40\Game_20190309T135138.slp,1.7.1,8,2,0 15,5522,1
Gang-Steals\40\Game_20190309T135514.slp,1.7.1,8,2,7 0,10508,1
Gang-Steals\40\Game_20190309T135836.slp,1.7.1,3,2,7 0,8124,1
Gang-Steals\40\Game_20190309T140111.slp,1.7.1,31,2,7 0,10009,1
Gang-Steals\40\Game_20190309T140906.slp,1.7.1,28,2,7 19,10735,1
Gang-Steals\40\Game_20190309T141233.slp,1.7.1,8,2,7 19,7657,1
Gang-Steals\40\Game_20190309T141731.slp,1.7.1,2,2,19 20,11590,1
Gang-Steals\40\Game_20190309T142108.slp,1.7.1,28,2,19 20,9395,1
Gang-Steals\40\Game_20190309T142612.slp,1.7.1,28,2,0 19,10218,1
Gang-Steals\40\Game_20190309T142917.slp,1.7.1,8,2,0 19,8727,1
Gang-Steals\40\Game_20190309T143238.slp,1.7.1,31,2,20 2,9690,1
Gang-Steals\40\Game_20190309T143540.slp,1.7.1,2,2,20 25,9752,1
Gang-Steals\40\Game_20190309T143915.slp,1.7.1,8,2,15 14,14628,1
Gang-Steals\40\Game_20190309T144342.slp,1.7.1,32,2,15 14,14053,1
Gang-Steals\40\Game_20190309T144755.slp,1.7.1,28,2,15 14,14829,1
Gang-Steals\40\Game_20190309T145356.slp,1.7.1,32,2,15 12,12474,1
Gang-Steals\40\Game_20190309T145744.slp,1.7.1,3,2,15 12,11560,1
Gang-Steals\40\Game_20190309T150111.slp,1.7.1,31,2,15 12,18315,1
Gang-Steals\40\Game_20190309T150904.slp,1.7.1,8,2,2 9,6573,1
Gang-Steals\40\Game_20190309T151113.slp,1.7.1,31,2,2 20,5957,1
Gang-Steals\40\Game_20190309T151451.slp,1.7.1,32,2,9 0,8579,1
Gang-Steals\40\Game_20190309T151732.slp,1.7.1,8,2,9 20,6637,1
Gang-Steals\40\Game_20190309T152117.slp,1.7.1,8,2,8 20,8201,1
Gang-Steals\40\Game_20190309T152347.slp,1.7.1,31,2,8 20,12281,1
Gang-Steals\40\Game_20190309T154500.slp,1.7.1,28,2,9 19,12279,1
Gang-Steals\40\Game_20190309T154917.slp,1.7.1,28,2,9 19,14280,1
Gang-Steals\40\Game_20190309T155408.slp,1.7.1,28,2,9 19,3,1
Gang-Steals\40\Game_20190309T155424.slp,1.7.1,8,2,9 19,12554,1
Gang-Steals\40\Game_20190309T155830.slp,1.7.1,31,2,9 19,11417,1
Gang-Steals\40\Game_20190309T160157.slp,1.7.1,32,2,9 19,10335,1
Gang-Steals\40\Game_20190309T160503.slp,1.7.1,2,2,9 19,14319,1
Gang-Steals\40\Game_20190309T160926.slp,1.7.1,3,2,9 19,8679,1
Gang-Steals\40\Game_20190309T161212.slp,1.7.1,32,2,9 19,7750,1
Gang-Steals\40\Game_20190309T161448.slp,1.7.1,31,2,9 19,10886,1
Gang-Steals\40\Game_20190309T161811.slp,1.7.1,3,2,9 19,12298,1
Gang-Steals\40\Game_20190309T162200.slp,1.7.1,8,2,9 19,10820,1
Gang-Steals\40\Game_20190309T163351.slp,1.7.1,28,2,20 0,8750,1
Gang-Steals\40\Game_20190309T163636.slp,1.7.1,2,2,20 0,8265,1
Gang-Steals\40\Game_20190309T163907.slp,1.7.1,28,2,20 0,12161,1
Gang-Steals\40\Game_20190309T164247.slp,1.7.1,2,2,20 0,5994,1
Gang-Steals\40\Game_20190309T164441.slp,1.7.1,31,2,20 0,7819,1
Gang-Steals\40\Game_20190309T170511.slp,1.7.1,32,2,0 0,841,1
